companyName,company_starRating,company_offeredRole,company_roleLocation,company_salary,listing_jobDesc,requested_url
D L RESOURCES PTE LTD,3.7,DATA SCIENTIST/ ENGINEER,Singapore,4000 - 7000,"Create, build and maintain the data infrastructure required for Extraction, Transformation and Loading of data from a wide variety of sources.
 Ensure high-quality data is delivered to support Compliance / FCC model development.
 Support the implementation of Data Analytics / Automation for Compliance teams and Business stakeholders
 Liaise with relevant stakeholders (e.g., Data Management Office) to identify and assess suitability of data for Compliance / FCC Data models.
 Liaise with Business stakeholders / analysts and ensure assembled data assets used for model development meet business requirements.
 Build & maintain data dictionaries / data requirements of implemented data models and coordinate with Data Scientist(s) in developing model narratives.
 Monitor the execution & performance of data models and liaise with IT for any technical / system outages
 Keep track of datasets / tables in the working schema and support purging of unused tables periodically.
 Perform data analysis required to troubleshoot data related issues and support the resolution of raised data issues.
 Liaise with Business Analyst to receive and understand business feedback on model performance and incorporate feedback into models
 Re-train and recalibrate existing FCC analytical models to prevent model drift periodically or as needed
 Work closely with model end-users and other key stakeholders (e.g., Head of FCC Analytics, Business Analyst, Data and Ops Engineer, GC) to identify additional areas which require analytics support or future model build and include those models in development pipeline
 Develop model narratives (e.g., purpose, logic, parameters, data requirements, output surfacing / structuring) in collaboration with the business and other relevant stakeholders
 Work closely with other Data Scientist(s) and Business Analyst, and undertake the end-to-end FCC model development, including data wrangling, exploratory data analysis, feature selection, model selection, training, testing, etc.
 Build a range of models (rule-based, supervised / unsupervised models, etc.) on structured, semi-structured, and/or unstructured data if needed
 Bachelor’s degree/ Diploma holder
 Strong analytical skills.
 Good communication and interpersonal skills
 Able to work independently and in a team",https://www.glassdoor.sg/partner/jobListing.htm?pos=107&ao=1110586&s=58&guid=0000018775fe2776b75045e9dd6e0f3f&src=GD_JOB_AD&t=SR&vt=w&cs=1_3f9d0a0a&cb=1681311803584&jobListingId=1008521794443&cpc=AC285F3A3ECA6BB0&jrtk=3-0-1gtqvs9tgj4gq801-1gtqvs9u9g2p7800-a5ddeaaba541c7f8--6NYlbfkN0DDngqMaf0VkHGuTUEdQzD8rifzbXva63y-SEiSuTkhE7b-S8tH-bNSG6IhsDkCTPr4u1IUSmpa0ctWU2JTAXT88dxDMByNY9lUu3dTq7nbmed9L_v-UeBt6fA1I6cVwPVOy_Wrliw1gQfyd2xYfvooSuS-SH5uB5Ni0OfC9B3_UT2pgDqUs9KkH7r6C45C4qwuIEpW1T8azpVd4cE-2iZ-C6Dztcz3lhbn_f6kSpbbpRQeXPO4ov7FtP3GT9VxzCX-XR1JEH-MTLgvcCZ4B5L_RlZGnuTsonlB8KnQUIxbf73sFi5z6uq0PPVC8Uqv2BPXXDksMs8M4wR5kNOogDayLsy8MunIFWUxeLyaz6f59DdPkiX6qvfxcj7De8SqW7__ZYGR-k-0K_I2q3WLGADI_3SiumH7W_-VTU3L26Nv-ne9NfJ_iLPWWLculeFfKKSLPZxCgBKUN0RIHQenR_3EV1xFq-y6ZzcGkqPFpcsMpqpYwDR9q6rHyMjfdnPZg--nE280Dnx-SBcTQUwRUiIJ-cm4gd9nac21m95S0RzrmW-yZOYPZdwyXNPAPuRxYr7H84v5q7Jjlhyl9u9jlqTbpVh4vQ2GIvYaVXqix9aS8aYHez5MnOXgoSrVoYcXJzU32OayLpIapmt-9535sSWs8o5ct_cASlVU9sd6CKnK-OJTdBEaboNQ9699GIYHFDq2ilH57DujNnj_hiT9jXIWDZyy4I_JPL6tS7v39Wnqj3y7rK3ns0CFWpX1zIb8aEm4hD8hC3q234Z9cNLtj0KDwy4tiDltcX80kf8a0i0eEhqMH0RQP4XN
VISENZE PTE. LTD.,4.3,R&D Engineer (Data Science Internship),Singapore,1000 - 2000,"Perform training and test data collection and preprocessing if required.
 Perform model training and evaluation of the performance results.
 Conduct error analysis to drive iterative model improvement.
 Participate in the QA process of the deployed model if required.
 Assist with the deployment of the model if required.
 At least a Bachelor’s Degree in Computer Science/Mathematics or any relevant field.
 Proficiency in Python and Pandas is a must.
 Familiarity with basic ML knowledge and workflow is a must.
 Familiarity with one or more deep learning frameworks, such as Keras, TensorFlow 2.0, PyTorch will be preferred.
 Candidates with experience in Computer Vision related projects will be preferred.
 Able to work independently with minimal supervision.


Internship is opened (6 months) between May/June 2023 to Nov/Dec 2023. We are also opened to student to start from March 2023 too.",https://www.glassdoor.sg/partner/jobListing.htm?pos=128&ao=1110586&s=58&guid=0000018775fe2776b75045e9dd6e0f3f&src=GD_JOB_AD&t=SR&vt=w&cs=1_dbb3301d&cb=1681311803587&jobListingId=1008556290266&cpc=AC285F3A3ECA6BB0&jrtk=3-0-1gtqvs9tgj4gq801-1gtqvs9u9g2p7800-5503ff54c6c8b895--6NYlbfkN0DDngqMaf0VkHGuTUEdQzD8rifzbXva63y-SEiSuTkhE7b-S8tH-bNSG6IhsDkCTPqH89jEd90yOWn9b8mwSDG1qtq663efjv_ouJ7VCJRvbDJzx6cv7YlWJvojmA6kM6QzbZosAio19MwI0PkaSZkd_omORBWnU-puQd4tTeQczTsBH-eGhRjxEsNK_vslLBA_kfMWagBFuwM4_lffUWbQmVBGdX1avG_aPrfkRBwEYug251O3T4DW0BNpzQ3IUqkJPZrNcGgee9a43TTFk25f6oBeNsnvTReOws37Yo49ID8zI3YqUV1ktWdIQ5eMlKUFtTmaq1c_4832oPmFcRiNH9-P9Ca9enU_E0DhSphPZU_IRWuJ0sZhi8ldJ9JITDWelVBhSLPndBEpHg8ko3AbLxr44XiMBPzZJvmdmQXum4iYrHlez7COtVE7WXUV48G92F1NIKc5kT-XLz6twC-nVpQI4NSXOkjSYVcDMD2kW3v9NP0vLk_pmJDV576pNkKiXKpCtxxdaE3XHyYjy0Sd5K-xen8yY0AcxreHGXHCMYKOK514eYZ7kwBWTOY_AebAbsEeFsTIuk7641B1U48QV4rwXKMOjFmpbdohPEcVe52ggVVynKAtHAu-klcQRbhV1n_apI98nIDHI1pkaLpsLv6Jjk8VHySYD66efaIBoVaD6s9RN9_Qcjnd9e3aUbuZ0h-emalaTYxTbX2oGRV2DLeXPLlT_pdn8umSZXhpzl99cGkNabe6FSJPEpZQQqvvOIMir3SouQ%3D%3D
abillion,2.8,Data Science Intern,Singapore,NA,"
Support product analytics and business intelligence efforts on topics like product engagement, conversion, churn, and more 
Design, build, and maintain KPI dashboards that business stakeholders rely on for key decisions 
Query, transform, and clean messy raw data into actionable data insights for non-technical teams 
Present data insights to the larger team in clear and organised reports, and provide practical recommendations 
Assist in the development and tuning of product models (e.g., Natural Language Processing, Recommendation Engines, Clustering, etc.) 
Pursuing or completed degree in Business Analytics, Data Science, Computer Science, Statistics, Mathematics, Engineering, or other quantitative fields. Penultimate year students preferred. 
Experience in Data Science projects (e.g., Data Visualisation, Machine Learning, Text Mining, Dashboarding, etc.) 
Proficient in Python (Bonus: R and/or MongoDB) 
Strong problem solving, analytical, and communication skills",https://www.glassdoor.sg/partner/jobListing.htm?pos=112&ao=1136043&s=58&guid=0000018775fe2776b75045e9dd6e0f3f&src=GD_JOB_AD&t=SR&vt=w&cs=1_cc3bfddf&cb=1681311803584&jobListingId=1008431299242&jrtk=3-0-1gtqvs9tgj4gq801-1gtqvs9u9g2p7800-51c128286a4c2333-
BioMind,3.7,Machine Learning Associate,Serangoon,73000 - 95000,"Singapore
Fresh Graduates are welcome
Bachelor degree and above
Work content
Computer Vision / Image Segmentation, Localisation, Classification
Deep Learning Techniques, Research Techniques, Paper Writing
Building deep learning models, understanding the learning mechanisms
Learning from professors from MIT, NUS, Tsinghua.
Interacting with top neurologists and doctors
Job Requirements
Bachelor / Master / PhD in Engineering or Computer Science or Mathematics or Physics.Show more Report",https://www.glassdoor.sg/partner/jobListing.htm?pos=122&ao=1136043&s=58&guid=0000018775fe2776b75045e9dd6e0f3f&src=GD_JOB_AD&t=SR&vt=w&cs=1_6e074cea&cb=1681311803586&jobListingId=1007749128563&jrtk=3-0-1gtqvs9tgj4gq801-1gtqvs9u9g2p7800-f148b276023e7dff-
VEBITS AI PTE. LIMITED,5,Computer vision / AI engineer/scientist,Singapore,5000 - 7000,"Develop and deploy AI solutions that solve complex business problems
 Collaborate with cross-functional teams to design and develop end-to-end AI systems
 Work on developing computer vision algorithms, deep learning, and reinforcement learning algorithms
 Develop and maintain scalable and robust AI infrastructure
 Ensure that AI systems meet the highest standards of security, privacy, and ethical considerations.
 Bachelor's or Master's degree in computer science, data science, or related fields
 Strong experience in machine learning, computer vision, and other AI-related technologies
 Proficiency in programming languages like Python, Java, or C++
 Experience with deep learning frameworks such as TensorFlow, PyTorch, or Keras
 Good understanding of software engineering practices, including version control, code review, testing, and deployment
 Ability to work in a fast-paced, collaborative environment
 Excellent communication skills and ability to explain complex AI concepts to non-technical stakeholders.",https://www.glassdoor.sg/partner/jobListing.htm?pos=114&ao=1110586&s=58&guid=0000018775fe2776b75045e9dd6e0f3f&src=GD_JOB_AD&t=SR&vt=w&cs=1_6da660c9&cb=1681311803585&jobListingId=1008550995611&cpc=AC285F3A3ECA6BB0&jrtk=3-0-1gtqvs9tgj4gq801-1gtqvs9u9g2p7800-729d866d68cd1f24--6NYlbfkN0DDngqMaf0VkHGuTUEdQzD8rifzbXva63y-SEiSuTkhE7b-S8tH-bNSG6IhsDkCTPph4iZUwI6PWdSexauBlKdicEMSJLHo46Fat3VQlJYS7Dym2U-TPMhupZehVSk6quBLFs9lwEiiskUpq1ZUwCjQEkt4hTlv6phYgy81ChmFu8XOUpHreblhLEkrEXaKappFLZZBz1VHcQYXSNK9c6cYe2DiuVpupu4D9baK3P71GSeJZJ_mxfZBIczPXKLvbwDO7JaJqdK0sofY9YrMnkloeS-7lve1C98xtkqqhn3lpNRpC2DA8OIPM-2BZwTxu6WQObkZoT_eqfp1iuW50DWOaKJaXYjh9Amck_bA5QMlvsRxtF0RtiQ02aQLQC6ZGZU3HhHbveUkbn2upxmbSVRg0aJP5lFszSItL1XmW5LMdFzw1oFYsS1OxzZcd0zKKHyHBvnemVn7cHJpVGOJBHvfxgFcTwVbFj3z_Io7f-f7UV3Qr0KFkGBByxZoj9eYbvMhv4VGpNA6fHzbRaeAy38a2zU1aqXJmqyp57BPcbpggPp4sEvHdG9mxLkuusOIYtJvMe5kYpugSlJt_fLlSfBh09TfkwMC5vepLFDJ0R7EyoPWP3l75wfOtxNkWQQyugFaH02yrEbZ6LKNZNDPJCbC4dCcbj-daxc1GR0XLbhjxF--AXjJ4bFbMsVaiNfcZiDnFHtSMI6dnU0gSukUpsfxk7QgvyHgJKRk-yYtxFD6NFN7viE-JZeIfBfkBlxAdnqZhuogIZ4tt0LCZ9yHkFknuBHwEpBEco_vnxnLYQ2KSA20zEII6k6g
SWAT Mobility Pte. Ltd.,4.8,Data Scientist,Singapore,120000,"
3-5 years algorithms development experience. Good knowledge of algorithms, especially combinatorial optimization and graph theory. Experience in Python. Academic research experience in relevant fields. Strong interpersonal and communications skills. MSc/PhD Computer Science / Mathematics / Physics or equivalent.",https://www.glassdoor.sg/partner/jobListing.htm?pos=118&ao=1136043&s=58&guid=0000018775fe2776b75045e9dd6e0f3f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_1e963add&cb=1681311803585&jobListingId=1008202558268&jrtk=3-0-1gtqvs9tgj4gq801-1gtqvs9u9g2p7800-5ea8aaa4706aeea2-
Upskills Pte Ltd,4,Junior/ Middle Machine Learning Engineer,Singapore,7000 - 10000,"Work on client's project, creating and deploying financial technology to various financial institution Work together with our in-house teams on our machine learning initiatives/projects translate business needs to technical requirement Be responsible for developing modules for machine learning products Be part of the planning of system architecture Be responsible for much of the DevOps of the product releasesKey Requirements Master/ Bachelor’s Degree in Computer Science / Computer Engineering is preferred Minimum 1.5 years of experience Full proficiency in Python, R Proficiency in Linux-based operating systems Proficiency in git Knowledge of Hadoop Ecosystem including Hive, Impala, Kafka, zookeeper is a strong plus. Knowledge of container tools such as Docker and Kubernetes Knowledge of DevOps CI/CD tools such as Jenkins Experience with cloud computing platforms (AWS, GCP, Azure) Some knowledge of machine learning (CNN, RNN, Random Forest, SVM, etc) Ability to solve technical challenges and solutions Good command of spoken & written English A fast learner and able to work independently Dental insurance Employee assistance programme Professional development Work from home Monday to Friday Bachelor's or equivalent (Preferred)",https://www.glassdoor.sg/partner/jobListing.htm?pos=120&ao=1136043&s=58&guid=0000018775fe2776b75045e9dd6e0f3f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_2140611f&cb=1681311803585&jobListingId=1008415903079&jrtk=3-0-1gtqvs9tgj4gq801-1gtqvs9u9g2p7800-79a435838e32de7f-
BIOQUEST ADVISORY PTE. LTD.,1,Data Science Intern to Perm,Singapore,1000,"This internship offers hands-on experience working on data science projects for our clients. As an intern, you'll gain valuable skills in understanding client business needs, data preparation, data analysis, and using machine learning models to derive insights. You'll work closely with our clients under the guidance of experienced professionals.

Our Data Science Internship program has the potential to lead to a permanent position at our company. The minimum duration of the internship is six months.

We're looking for final year students currently pursuing degrees in Computer Science/Data Science, Statistical Mathematics, Engineering, Actuarial Science, or related fields with a strong background in data science. Proficiency in SQL and Python programming is required, and familiarity with Hadoop, Sparks, and its libraries is preferred.

Experience with Graph Databases like Neo4j or AWS Neptune is a plus.
We're seeking enthusiastic learners with strong analytical and problem-solving skills, good communication skills, and a customer service attitude. You should enjoy working in a team and be able to commit to a six-month internship.

At BioQuest, we value collaboration, teamwork, and knowledge sharing. Our culture is supportive and inclusive, with a strong emphasis on ethics and diversity. You'll have opportunities to learn about emerging technologies, receive mentorship from experienced consultants, and work in a supportive and collaborative environment. For high performers, there is an excellent career growth path.

We are an equal opportunity employer and welcome applicants from all backgrounds.Show more Report",https://www.glassdoor.sg/partner/jobListing.htm?pos=115&ao=1110586&s=58&guid=0000018775fe2776b75045e9dd6e0f3f&src=GD_JOB_AD&t=SR&vt=w&cs=1_b1de4ff5&cb=1681311803585&jobListingId=1008573641090&cpc=AC285F3A3ECA6BB0&jrtk=3-0-1gtqvs9tgj4gq801-1gtqvs9u9g2p7800-fa8931b3464097d1--6NYlbfkN0DDngqMaf0VkHGuTUEdQzD8rifzbXva63y-SEiSuTkhE7b-S8tH-bNSG6IhsDkCTPqoCrorAKZzj16Ugy6xH0wQMlrqT3GIUfDGF-GYMIc2KcpbjiCMxkj6HgR9wfFbn1_3LtSeoEyu9ggUC-qvWZxqqK8tLyzrGl-81U-iudoG8qjXlAtlUAjEy0CzSs92RrMJWRmIuS3Ht1MdGgg11SCRsq8793QBvSkYlEE0QaXgWoy006aaQC7DPR70fuwCoSGNeHq-RCnfSkIr13aWIOJd_4qv46F6E27PRWGumAgdNaqvzp1LrKPv87GcJ3aBx7S8dC26TsK6aRWkuJTDHzLRsV6fAlcrtWlSx3pPT5ojjjn5FiEK_sLxcCHbcronD_KdKWBEt40kul_k8MVaXpLQ9iaodgaMY1UFSrY82Hb0XafR2nyftZl0ThizFE2TIHnGjzJjah0rReVaYb8vGsxENsEun6jaT8U-nuVXYu6u8FDBzOxYWKYRQYyDzzVQj5MYhOErLWnCkQn0IYv-QO1uN195lNgkxUvyhajIIpbpjia-wCJeA20LrRXfrMTjUCKKbFA8p4uLfjo-mA-6JTbzxl4cB8CuZ7GbNURTvo9S2drhhq3k0Ozt0RKpZ-Yx_mhgh7o2VYxmSOn7o3SMHxyF965LMWqzHMVulJj1CaNB_he0ohATnuRhsCHWpL1rwms4UegCtZ9dNvEvlGie0aj6vuYWAegCUoZthxQfBg2jQ6jgabnKkgdFLJoHng2_Oxw9744Y1UYkYnGbAYynasAYaB_7OcSuiXhjXYGzUQZnS5B0xkKm78t_
PERSOLKELLY SINGAPORE PTE. LTD.,4,Data Scientist,Singapore,7000 - 11000,"Takes accountability in considering business and regulatory compliance risks and takes appropriate steps to mitigate the risks.
 Maintains awareness of industry trends on regulatory compliance, emerging threats and technologies in order to understand the risk and better safeguard the company.
 Highlights any potential concerns /risks and proactively shares best risk management practices.
 Administrative skillset on analytics/data science platforms such as Dataiku, Alteryx, SAS Viya, etc
 Supports Dataiku Data Science Studio (DSS) platform and manage the API, Automation, Designer and Govern nodes.
 Work closely with the Infrastructure team, Network team and Data Science teams to ensure that DSS platform is performing optimally and meet system availability SLA.
 Design deployment workflows that are scalable and secure.
 Manage user management set up, workflows and jobs running on the DSS platform and work with Data Science teams to resolve issues.
 Perform DSS upgrades and track platform vulnerabilities.
 Perform POCs of new capabilities on DSS platform.
 Assess key technology and platform decisions relating to DSS.
 Interested candidates, who wish to apply for the above position, please send in your resume to Kani_naveen@persolkelly.com
",https://www.glassdoor.sg/partner/jobListing.htm?pos=104&ao=1110586&s=58&guid=0000018775fe2776b75045e9dd6e0f3f&src=GD_JOB_AD&t=SR&vt=w&cs=1_c449cdb3&cb=1681311803583&jobListingId=1008579772980&cpc=AC285F3A3ECA6BB0&jrtk=3-0-1gtqvs9tgj4gq801-1gtqvs9u9g2p7800-2154605345817c25--6NYlbfkN0DDngqMaf0VkHGuTUEdQzD8rifzbXva63y-SEiSuTkhE7b-S8tH-bNSG6IhsDkCTPquEvwajdTlHrlVeRdO2SeC7kJA5K7DnIQtG3J46YQywwuV9RP1Oc9o3syrt7OSgDq9kr8kgyHZBiaD4Spkd4JmScxcZC8dhePJoedwOx8FgV6KO4v_aq6XuA9i4GRjO2eCsFbDDcnjmgHRqwapdKmKFu_vky09FOa_sMk6fH7o0i2wjOSmEgANYmqvjEdTOKvHWsD0eqn9hFCibNRBoMR1BanigZd-MfQ_Jv9uXedHcchh5Pqqh1tWB43xG5SOyjSIUOqThC6VrZrKruPUm7yyUm5h-zCVyEkHiJLtQyv5FwnPeY7Oq9nylP1zXP2JfOwwsVPUuNTS0Y9tH1rV3x9J83zEviPQcHx3nrmRkAe0U3B9w83EPaXe1F3DxvPKqhN4Pz7TYCmXhf9qGEAQrst0RjGUYVuzkDSTEbsXxdCNWf3RyOD8zA2PIfj8hFP7pIlc8zVtzdaVRJ45xBt4YkqFZ082kbMy7SKUXT4QE-8b7dGY5cWs-mQHWh2mdPoyNgnrKnQPN7YdZpoyxAco2h3yhqYtLiLr46uh4Rk1nUkOAM17ndHnC2iqN3icgK2IBVkYqBLIqpGrom3pae35I1N9HLwPFgkN7K5yFfbIVEnkaAGXZFuQTNpGIYldEJS9jQMi_UTcsOaLBU39nBLY84rvjMYdlkLKKisF5A7rX5lV9JFc4YoW4dga9lz8ztbiGAnhrj_JF8PR4_whAqH01U8iUiqBbHaezJJt5g15TpsX9pai6oJVnniS
FOMO PAY PTE. LTD.,3.4,Data Scientist,Singapore,5000 - 9000,"Research and devise innovative statistical models for data analysis
 Build data products to extract valuable business insights, trends and patterns
 Work with large and/or complex data sets to solve a wide array of business problems using different analytical and statistical approaches
 Identify and integrate new datasets that can be leveraged through our product capabilities, and work closely with the engineering team in the development of data products
 Devise and utilise algorithms and models to mine big-data stores; perform data and error analysis to improve models; clean and validate data for uniformity and accuracy
 Collaborate with product design and engineering teams to develop an understanding of needs
 Keep current with technical and industry developments
 Bachelor’s degree (or equivalent) in Statistics, Applied Mathematics, or a related discipline
 Proven experience in pattern recognition and predictive modeling
 Proficient in Excel, PowerPoint, Tableau, SQL, and programming languages (Java/Python/Scala)
 Strong ability to perform statistical analysis to drive data-informed decisions
 Proven experience and knowledge of the payment industry is strongly desired
 Ability to multitask under pressure
 Competitive Compensation and Benefit Package
 Group Hospitalisation and Medical Insurance
 Fun and Dynamic Environment with plenty of learning and growth opportunities
 Career Advancement
 Professional Development Training Workshops
 Team Building Sessions",https://www.glassdoor.sg/partner/jobListing.htm?pos=110&ao=1110586&s=58&guid=0000018775fe2776b75045e9dd6e0f3f&src=GD_JOB_AD&t=SR&vt=w&cs=1_215048bb&cb=1681311803584&jobListingId=1008526054065&cpc=AC285F3A3ECA6BB0&jrtk=3-0-1gtqvs9tgj4gq801-1gtqvs9u9g2p7800-ef65de5e8f05a7af--6NYlbfkN0DDngqMaf0VkHGuTUEdQzD8rifzbXva63y-SEiSuTkhE7b-S8tH-bNSG6IhsDkCTPrt-c6GqHvOxCAMncqAwxUBcgTsA89c8RpxyMCUO5FzK3EQIfGxuvZ4YNVROJxUj8QxudSnyKDEMPYMumd4lgY_kGLuFsOsd1srjdySVmJW9LQAcP9W-SQOyiIk3bsUVJiuokjvTZJZGAdkYeeTm4pPQ-urYBdMAu6r0pco2lLOiNl-tfeNVmYDNYGwek_I2CS_kMpneduWga0Qs2CnR2rlb2j3X4C1bbaJbiK_TygDHWANd_5AJs-bWwHB8ObbSeqL-X-emY0p1-B3IsOFnBeMPFcUTY4cC0M_G1vDIV0y0rDrbMWCvx3Rt7rEETDnqHS61vWrqagn83n81RwXAVOJSlMExJMMvIzUVdN5ay_WUeCCS1z2gqH8A5BCA-coY3cDm2beUi2zDygFh0xSCqkQx-G9SaG0DHFKy0kbKeRxCFPtZHF1EGEni7e7hUO3yEHKdZGx-3zVT0OQPl2HoT4sgewhv2bzH_0lG5yOSLMRmUEkv160lJvUvgafv9MNbx1yA_P8VaBMAvMzq91fe7gYYAVBlJusFqvdQ7BYcgbvbWo2sVxB6NP1os8KUhnvvSCE5fP9nQnK09sLioG0B4MBo9_ygob2hS5E2tQnDYJGWSoK0JX8zF8hr_1f7-R5PqT-TUK1UYTuKoShfO76IEsIMi831H_JiX877vUWjkXpUjl0gpW2W4FW8hOOtAsh-hybHRUHElU8UxD853_UX7IO
Integer Alpha Pte Ltd.,3.8,Quantitative Analyst – Deep/Machine Learning,Singapore,NA,"Build and implement quantitative trading models for specific asset classes. Use knowledge of Deep/Machine Learning to make forecasts and develop profitable predictive trading models. Monitoring and streamlining trading processes. Degree, or higher in computer science, mathematics, engineering, statistics, or similar. Preferably experience in algorithmic trading. Proficient in C++, C# or Python. Background in deep/machine/reinforcement learning will be a huge plus. Able to commit in a team-oriented environment. Full-time",https://www.glassdoor.sg/partner/jobListing.htm?pos=126&ao=1136043&s=58&guid=0000018775fe2776b75045e9dd6e0f3f&src=GD_JOB_AD&t=SR&vt=w&cs=1_4a69dd9d&cb=1681311803586&jobListingId=1007923419868&jrtk=3-0-1gtqvs9tgj4gq801-1gtqvs9u9g2p7800-70262a2443d6f50a-
TCOGNITION CONSULTANCY PTE. LTD.,4.7,Data Science,Singapore,4000 - 5000,"Data mining or extracting usable data from valuable data sources
 Using machine learning tools to select features, create and optimize classifiers
 Carrying out pre-processing of structured and unstructured data
 Enhancing data collection procedures to include all relevant information for developing analytic systems
 Processing, cleansing, and validating the integrity of data to be used for analysis
 Analysing large amounts of information to find patterns and solutions
 Developing prediction systems and machine learning algorithms
 Presenting results in a clear manner
 Propose solutions and strategies to tackle business challenges
 Collaborate with Business and IT teams
 Programming Skills – knowledge of statistical programming languages like R, Python, and database query languages like SQL, Hive, Pig is desirable. Familiarity with Scala, Java, or C++ is an added advantage.
 Statistics – Good applied statistical skills, including knowledge of statistical tests, distributions, regression, maximum likelihood estimators, etc. Proficiency in statistics is essential for data-driven companies.
 Machine Learning – good knowledge of machine learning methods like k-Nearest Neighbours, Naive Bayes, SVM, Decision Forests.
 Strong Math Skills (Multivariable Calculus and Linear Algebra) - understanding the fundamentals of Multivariable Calculus and Linear Algebra is important as they form the basis of a lot of predictive performance or algorithm optimization techniques.
 Data Wrangling – proficiency in handling imperfections in data is an important aspect of a data scientist job description.
 Experience with Data Visualization Tools like matplotlib, ggplot, d3.js., Tableau that help to visually encode data
 Excellent Communication Skills – it is incredibly important to describe findings to a technical and non-technical audience.
 Strong Software Engineering Background
 Hands-on experience with data science tools
 Problem-solving aptitude
 Analytical mind and great business sense
 Degree in Computer Science, Engineering or relevant field is preferred
 Proven Experience as Data Analyst or Data Scientist
 Bachelor's degree in computer or IT or a related field
 Minimum 2-3 years’ Experience
 Candidates with real-world exercises, practical assignments, and hands-on projects
 Additional certification: Any Certification related to Data Science.",https://www.glassdoor.sg/partner/jobListing.htm?pos=119&ao=1110586&s=58&guid=0000018775fe2776b75045e9dd6e0f3f&src=GD_JOB_AD&t=SR&vt=w&cs=1_9a52c3a8&cb=1681311803585&jobListingId=1008560941472&cpc=AC285F3A3ECA6BB0&jrtk=3-0-1gtqvs9tgj4gq801-1gtqvs9u9g2p7800-ff9c7700d2f10592--6NYlbfkN0DDngqMaf0VkHGuTUEdQzD8rifzbXva63y-SEiSuTkhE7b-S8tH-bNSG6IhsDkCTPqUTyMwnDmq27HuYZKs3MbLI5dTsPmE0XdgTiWqmv4CAehRGZ6cMlVVnFj-TvM3jrjq5DOoPZvXfcBundkJ2RUqzDd07XU2fNIjmVExxeu3FS2gHIsq53cdAtBIfeu60tQdCWBdzSnHKyv6weX2nzy2GSoOvAQBkSR5DmNdBKTaqSO1zV_oS5qtzAXS_m5JkEWkwsX8iMhA6hJJsp3y3asOJnxfn9eVXCv8hTjfUX7PKoo_r-G2phg080OZRT3uqoG_Y3ejvOjGhwPQ7udIKKzsb96bzQMSfXmQuj_sTMZNWb-DF_3D4waP0GadDM7SF6DgqiWFFxZCBHCSqgPz8KpWZQwpMNmJauNyETJ0l4WMNACWlHI_OhBP975HeH9LyCpGshgd1AzpXhr-9boLurPZiEqfg-1KsPEOmoWXwhloRhtMFubDtMjeaZkzrIb8qvjbKE6yK-M5M6plZAHOGEJT0PmpcOo93ijesC2RfaiP3IxpoKDm3NKIBgv5CyWaWGSjIuWEJjHukCzMsrf05qm8NJNR7nNtfC5KgYY0125SHQzQHCpdUuYOdkE0qXrnN3-pJz_RIUkl8iUMdMVD8ArDx0sepDvIL0IIiOoxgAwoEAWteaBC5i-v_pWpaS5VaE-Y4sPz2RQ6O2yZ2g3pJXU9sX5bspgqMtOoG9gBA80xNAOAkfq8hJaIK57es4KRXa1WZfctnVyEOGMoMdyHUbl5cfFHIrFfzc7ocVV85q7D_SCoVdDuhDNw
NTUC ENTERPRISE NEXUS CO-OPERATIVE LIMITED,3.4,Senior Data Scientist,Singapore,72000 - 90000,"Define analytical strategy to address identified opportunities, including analytical approaches, data and technology requirements for different social enterprise Recommend improvements using analytic in the area such as consumer marketing, churn management, supply chain management optimization, personalized search and recommendation etc. Work with various teams to plan, identify and collect data from multiple systems to support the analytic Working with data engineer team to build and automate of the data workflows such as extraction, transformation and load (ETL) to transform raw data for analytics purpose Develop models and perform statistical analysis to solve various strategic business problems, Communicate and present key analytical findings to senior management and/or other stakeholders with actionable recommendations. Working with machine learning engineer team to deploy analytical/optimization solutions to drive growth Work with other data scientists in the team to drive projects Phd/Master in Statistics, Computer Science, Operations Research, Finance, Engineering Deep understanding of statistical analysis, data mining or machine learning Experience in working with large structured and unstructured data sets Ability to think analytically and deliver results that drive business decision making Team player to build strong business partnerships Have competency in one or more of the following programming languages or tools : Python, R, Spark, Hive, Impala Pig or Scala Experience or knowledge in AWS environment will be a plus Ability to write production code will be an advantage Prepared to take on new challenges and ad-hoc requests that need quick turn-around 2 years of data analytics experience in retail/grocery industry preferred",https://www.glassdoor.sg/partner/jobListing.htm?pos=130&ao=1136043&s=58&guid=0000018775fe2776b75045e9dd6e0f3f&src=GD_JOB_AD&t=SR&vt=w&cs=1_7eaa6d46&cb=1681311803587&jobListingId=1008574018421&jrtk=3-0-1gtqvs9tgj4gq801-1gtqvs9u9g2p7800-767fbfedb4a64733-
